ChemicalID,DiseaseID,label
D012460,MESH:D015431,1
C029269,MESH:D005770,1
C062894,MESH:D009877,0
C033249,MESH:D016609,0
D000078328,MESH:D013226,1
C425564,MESH:D010547,0
C023427,MESH:D001284,0
C442781,MESH:D014808,0
C066668,MESH:D046628,0
C015542,MESH:D001196,0
C514044,MESH:D020220,0
D004999,MESH:D054556,0
C545733,MESH:D011471,1
D000077185,MESH:D015861,1
D009271,MESH:D000437,1
D000305,MESH:D011565,1
D001647,MESH:D006734,0
C503102,MESH:D013276,0
C017610,MESH:D006948,1
D004110,MESH:D003324,1
D007556,MESH:D005715,0
C495817,MESH:D009120,0
D009544,MESH:D012216,1
D008784,MESH:D006261,1
D000111,MESH:D001862,1
D000077287,MESH:D001008,1
D010672,MESH:D000647,1
C025034,MESH:D019457,0
D011217,MESH:C535935,0
C005948,MESH:D007674,1
D007306,MESH:D000070624,0
C099414,MESH:D014839,1
D003975,MESH:D012559,1
C534342,MESH:D011293,1
D010546,MESH:D001714,1
C109925,MESH:D009202,1
C056595,MESH:D005076,0
D005707,MESH:D008546,1
C524875,MESH:C536777,0
D007065,MESH:D020179,0
C055172,MESH:D006501,0
D000806,MESH:D012640,1
D007980,MESH:D003928,1
C002769,MESH:D006332,1
D020108,MESH:D000419,1
C080974,MESH:D010523,1
D016316,MESH:D018487,1
C570990,MESH:D010608,0
C034786,MESH:D009361,1
C114149,MESH:D008444,0
C004446,MESH:D018746,0
C025153,MESH:D005585,0
C067506,MESH:D017096,0
C080163,MESH:D010192,0
C513118,MESH:D051302,0
C078006,MESH:D001259,0
D008899,MESH:D008661,0
C020972,MESH:D015431,1
C586245,MESH:D001849,0
D014978,MESH:D006473,0
C002602,MESH:D011230,1
C111654,MESH:D005242,0
C524865,MESH:D020821,0
D013830,MESH:D004806,0
C016868,MESH:D018302,0
D006569,MESH:D003967,1
D003024,MESH:D019955,1
D020442,MESH:D029503,0
D004365,MESH:D006332,1
D002330,MESH:C537055,0
C023754,MESH:C537922,0
C000604281,MESH:D004653,0
D008985,MESH:D008582,0
D000077868,MESH:D002545,0
D010096,MESH:D013610,1
D008825,MESH:D002178,1
C448439,MESH:D010217,0
C082206,MESH:D004443,0
C005151,MESH:D000532,0
C088464,MESH:D003866,1
D019289,MESH:D004829,0
C433065,MESH:D013174,0
C441128,MESH:D009765,1
D000525,MESH:D000379,1
D000077593,MESH:D007003,0
D008795,MESH:D006965,1
D048789,MESH:D003327,1
C558737,MESH:D001169,1
D010840,MESH:D017695,0
C502260,MESH:D000068079,1
D000077404,MESH:D017726,1
C108953,MESH:D006937,1
D009627,MESH:D000788,0
C478058,MESH:D014846,0
C070935,MESH:D018241,0
D002939,MESH:D008581,1
C121292,MESH:D005117,0
D017312,MESH:D008113,1
C107690,MESH:D011507,1
D016291,MESH:D007022,1
C001945,MESH:D013733,1
D028321,MESH:D007333,1
C028491,MESH:D002534,1
D000970,MESH:D008228,1
C000593132,MESH:D006429,0
D000069348,MESH:D011618,1
D000111,MESH:D005317,1
C520809,MESH:D002526,0
D007213,MESH:D018827,1
D024483,MESH:D015861,0
C096277,MESH:D020258,1
C005498,MESH:D000081029,1
D000602,MESH:D009135,1
D015060,MESH:D001480,0
D011217,MESH:D004660,0
D001622,MESH:D008108,1
C116328,MESH:D056828,0
D015725,MESH:D009181,1
D011794,MESH:D009361,1
D003189,MESH:D053159,0
C455880,MESH:D005414,0
C512542,MESH:D056650,0
D001205,MESH:D009369,1
C045596,MESH:C564133,0
C000598200,MESH:D019694,0
C021139,MESH:D013920,1
C549376,MESH:D058186,1
D017311,MESH:D006984,1
D016627,MESH:D006977,1
D004298,MESH:D012769,1
C028451,MESH:D011041,1
D008012,MESH:D012678,1
D009543,MESH:D000419,1
C425385,MESH:D012192,0
D000077154,MESH:D006965,1
C521703,MESH:D006930,1
D000077588,MESH:D017511,0
C472365,MESH:D002375,1
D011112,MESH:D005921,1
C514135,MESH:D004844,0
C024352,MESH:D055963,0
C528663,MESH:D011695,0
D007213,MESH:D010003,1
D014580,MESH:D008107,1
C080220,MESH:D015769,0
C058272,MESH:D053713,0
D001971,MESH:C537072,1
C006208,MESH:D010300,1
C062769,MESH:D009207,1
C045166,MESH:D008105,0
D005277,MESH:D000077195,0
D009075,MESH:D017495,1
D002110,MESH:D006029,1
D008130,MESH:D013553,0
D019900,MESH:D004409,1
D012645,MESH:D008582,0
D005711,MESH:D017180,0
C006208,MESH:D002817,0
C077990,MESH:D004938,1
D019695,MESH:D015431,1
C095284,MESH:D015362,0
D011217,MESH:D006973,1
D005978,MESH:D011085,1
D009020,MESH:D006212,1
D016912,MESH:D014591,1
C050229,MESH:D006967,0
C539199,MESH:D015479,0
D003613,MESH:D020176,0
C005177,MESH:D010300,1
D018680,MESH:D017180,0
C016767,MESH:D019106,1
D000981,MESH:D012883,1
C561306,MESH:D016770,0
D003981,MESH:D015427,1
D002083,MESH:D006528,1
C035295,MESH:D013375,1
C100227,MESH:D019569,0
C079315,MESH:D011507,1
C084820,MESH:D010300,1
D014700,MESH:D013613,1
C015330,MESH:D012772,1
D013015,MESH:D014202,1
C504746,MESH:D014883,0
C455880,MESH:D006930,1
C106731,MESH:C535682,0
C535211,MESH:D009336,1
D011746,MESH:D000647,1
D010624,MESH:D003866,1
D003622,MESH:D013035,0
D008727,MESH:D002357,1
D008727,MESH:D001927,1
D000602,MESH:D006987,1
C550722,MESH:D000544,1
C017061,MESH:D009400,0
C028972,MESH:D006331,1
C093392,MESH:D011704,0
D013467,MESH:D016463,0
D002122,MESH:D007431,1
C035731,MESH:D017699,0
C025451,MESH:D008107,1
C468919,MESH:D004489,0
D002220,MESH:D016736,0
C011512,MESH:D002869,1
D064209,MESH:D009361,1
D004145,MESH:D009134,0
C000601074,MESH:D018487,1
D000077443,MESH:D002169,0
D002119,MESH:D006977,1
D011722,MESH:D023921,0
C010158,MESH:D009442,0
D000530,MESH:D011183,1
D000069461,MESH:D006978,0
D008775,MESH:D020529,1
C066308,MESH:D009447,1
C048849,MESH:D017118,1
C421173,MESH:D017379,1
C496397,MESH:D013733,0
C039060,MESH:D009369,1
D000319,MESH:D021183,0
D008274,MESH:D014550,0
C521871,MESH:D001471,0
D004837,MESH:D000707,1
C010185,MESH:D004927,0
C002471,MESH:D049912,0
D015034,MESH:D054059,0
D000498,MESH:D011230,1
C004965,MESH:D012135,0
D017319,MESH:D001749,1
D000077423,MESH:D054549,0
D005492,MESH:D001927,1
C000595958,MESH:D006526,1
C024353,MESH:D058186,1
D005480,MESH:D011471,1
D008775,MESH:D018771,1
D013449,MESH:D008288,1
C499814,MESH:D054990,0
D020748,MESH:D008060,0
C029078,MESH:D001022,0
D000318,MESH:D000189,0
C064396,MESH:D007009,0
C030242,MESH:D056987,0
D007980,MESH:C538007,1
D011285,MESH:D056486,1
D014196,MESH:D000544,1
D002998,MESH:D007035,1
C005828,MESH:D002418,1
D044945,MESH:D056486,1
C008157,MESH:D018301,1
C070066,MESH:D012174,0
C079198,MESH:D013281,0
D002034,MESH:D020078,1
C484327,MESH:D020299,0
C462299,MESH:D010523,1
D000068877,MESH:D005910,1
D008550,MESH:D001237,1
D010644,MESH:D001281,1
D012964,MESH:D051437,1
C028994,MESH:D009902,1
D015784,MESH:D001145,1
C551803,MESH:D050031,0
C087705,MESH:D000310,0
D000077300,MESH:D008545,1
C013195,MESH:D009369,1
D005343,MESH:D020244,1
D019832,MESH:D009376,0
D020913,MESH:D011507,1
D000120,MESH:D005902,0
C040210,MESH:D002537,0
C064294,MESH:D058186,1
D012969,MESH:D017001,1
C507057,MESH:D001437,0
D008294,MESH:D009072,0
C062843,MESH:D006470,1
C475940,MESH:D015267,0
D011353,MESH:D016400,0
C038068,MESH:D015175,0
D004144,MESH:D006529,1
D061965,MESH:D014802,0
D000077237,MESH:D001855,1
D001418,MESH:D010554,1
C010467,MESH:D000152,0
C010846,MESH:D018358,0
D008012,MESH:D002318,1
C082748,MESH:D059226,1
C447099,MESH:D013614,0
D004317,MESH:D006689,1
D011241,MESH:D016553,1
C086827,MESH:D007018,0
D004365,MESH:D018827,1
C024307,MESH:D001321,0
C525002,MESH:D009298,0
C108192,MESH:D056735,0
C046414,MESH:D016403,0
D014640,MESH:D001850,1
C000594958,MESH:D010003,1
C546861,MESH:D004487,1
C084574,MESH:D058065,0
D002939,MESH:D008206,1
C434003,MESH:D053713,0
C056165,MESH:D053565,0
D009543,MESH:D006505,1
D013988,MESH:D007383,1
C521984,MESH:D002051,0
C117268,MESH:D012393,1
D011299,MESH:D018240,0
C090812,MESH:D002524,0
C085780,MESH:D009369,1
D017239,MESH:D008325,1
C079905,MESH:C536421,0
D013739,MESH:D008325,1
D010396,MESH:D004802,1
D008787,MESH:D004415,1
C006780,MESH:D006973,1
D008610,MESH:D003643,1
D010074,MESH:D010033,0
C108531,MESH:D012859,0
C025451,MESH:D010302,1
D011447,MESH:D001172,1
C408162,MESH:D009207,0
C044661,MESH:D003665,0
C121707,MESH:D006943,1
C570406,MESH:D004240,0
D000077408,MESH:D005221,1
C008661,MESH:D065646,0
C121565,MESH:D013345,1
C426066,MESH:D000007,0
D047311,MESH:D020258,1
C085215,MESH:D005119,1
D007213,MESH:D004374,1
D015215,MESH:D006509,1
D057911,MESH:D006333,1
C092431,MESH:D001049,0
C119032,MESH:D014604,0
D010830,MESH:D006212,1
C558416,MESH:D005901,1
C024714,MESH:D006943,1
D008094,MESH:D011618,1
D012838,MESH:D007938,1
D001590,MESH:D012563,1
C054290,MESH:D014987,1
C503211,MESH:D006501,0
D015766,MESH:D005873,1
C521312,MESH:D003072,1
D010546,MESH:D014839,1
C022870,MESH:D014202,1
D000069349,MESH:D011014,1
D005448,MESH:D015212,0
C473468,MESH:D017824,0
D006918,MESH:D015470,1
C095444,MESH:D008946,0
C108953,MESH:D009765,1
D006585,MESH:D009877,0
C555559,MESH:D000196,0
C539574,MESH:C564013,0
D013866,MESH:D054198,1
D020911,MESH:D013341,0
C007586,MESH:D010217,0
D009569,MESH:D016893,1
C527793,MESH:D056648,0
D008687,MESH:D056486,1
C071369,MESH:D006484,0
D003000,MESH:D010409,1
C010737,MESH:D010048,0
C530449,MESH:D014950,1
D002997,MESH:D001919,1
D009270,MESH:D001927,1
C051781,MESH:D001284,1
C577944,MESH:D016066,0
C014258,MESH:D013035,1
D019804,MESH:D005355,1
D011188,MESH:D010243,1
D000069349,MESH:D016908,1
C561431,MESH:D010182,0
D015215,MESH:D000386,1
C532422,MESH:D014555,0
D014700,MESH:D017180,1
D011188,MESH:D009135,1
C095476,MESH:D002542,0
C001355,MESH:D008881,0
D011729,MESH:D020324,0
C474557,MESH:D045602,0
D003474,MESH:D048629,1
C473481,MESH:D019970,1
D013994,MESH:D001759,0
C035384,MESH:D051437,0
C052064,MESH:D007516,0
C002049,MESH:D000858,0
C022777,MESH:D014627,0
D005990,MESH:D015812,1
D002395,MESH:D009325,0
C568680,MESH:D008413,0
D014331,MESH:D014786,1
D010695,MESH:D009421,0
C560790,MESH:D009102,1
D058831,MESH:D009385,0
D008911,MESH:D014946,1
C077049,MESH:D055732,0
D001622,MESH:D009203,1
D010095,MESH:D002128,0
C014189,MESH:D012088,0
C426859,MESH:D020258,0
C477843,MESH:D008106,1
C068766,MESH:D011625,0
D000077525,MESH:D006505,0
D002997,MESH:D009771,1
C034959,MESH:D014898,0
D008825,MESH:D005094,0
D011899,MESH:D004802,1
D000929,MESH:D003668,0
D010400,MESH:D009494,1
D014640,MESH:D011014,1
D000077235,MESH:D010190,1
C044610,MESH:D014201,0
C075773,MESH:D010300,1
D008750,MESH:D009468,0
C419502,MESH:D012883,0
D020889,MESH:D000784,0
C015068,MESH:D007057,0
D003907,MESH:D004890,1
C057446,MESH:D009837,0
C058306,MESH:D003967,1
C040896,MESH:D007676,1
C066430,MESH:D054429,0
C058079,MESH:D000084462,0
D011241,MESH:D006947,1
C086111,MESH:D019970,1
C550371,MESH:D000405,0
D010629,MESH:C562565,0
D011732,MESH:D015812,0
C486464,MESH:D017544,0
C120147,MESH:D005368,0
C111599,MESH:D002375,1
C045651,MESH:D058739,1
C061363,MESH:D014552,1
D000077584,MESH:D006486,0
C097983,MESH:D012509,1
D024505,MESH:D002869,0
D001971,MESH:D008113,1
C108120,MESH:D064420,1
C022777,MESH:D004617,0
D000068736,MESH:D003866,1
C017014,MESH:D012216,1
C024352,MESH:D020522,1
D001597,MESH:D013281,0
C106246,MESH:D006332,0
D005677,MESH:D006948,1
D007977,MESH:D009127,1
D000120,MESH:D012220,0
D002121,MESH:D002318,1
C099630,MESH:D009021,1
D047428,MESH:D013163,1
D008775,MESH:D045169,1
D006919,MESH:D014890,0
D010936,MESH:D056486,1
C062985,MESH:D012163,0
D011794,MESH:D001157,1
D047310,MESH:D009361,1
C410958,MESH:D009361,1
D043169,MESH:D017380,0
C049811,MESH:D002813,0
D015738,MESH:D006471,1
C051019,MESH:D016403,1
C529054,MESH:D066126,1
D017311,MESH:D006940,1
C041041,MESH:D009101,1
D005016,MESH:D006059,0
D015115,MESH:D007037,0
D011458,MESH:D006976,1
C023427,MESH:D020528,0
D000069059,MESH:D005234,1
D006629,MESH:D000219,0
C060190,MESH:D006083,0
D000077409,MESH:D011470,1
D010646,MESH:D010554,1
C587573,MESH:D056987,0
C080955,MESH:D009336,1
D000069478,MESH:D012559,1
C000613752,MESH:D015431,1
C026710,MESH:D011141,0
C569762,MESH:D029424,1
C029536,MESH:D006470,1
C005686,MESH:D052878,0
C452642,MESH:D045826,0
D000077402,MESH:D016481,1
D000069472,MESH:D014845,0
D015232,MESH:D003556,1
C017645,MESH:D007674,1
D002231,MESH:D001745,0
D001629,MESH:D006954,1
C432747,MESH:D007249,0
C061181,MESH:D005158,0
C000597094,MESH:D018476,0
C583602,MESH:D059226,1
D058825,MESH:D015362,0
C032943,MESH:D052177,0
C107067,MESH:D064420,1
D000493,MESH:D002471,0
C056619,MESH:D008947,0
C412893,MESH:D020918,0
D054709,MESH:D006938,0
D002746,MESH:D005910,1
D006854,MESH:D055371,1
C504726,MESH:D006390,0
C063155,MESH:D002539,0
D001629,MESH:D003923,1
C115958,MESH:D009006,0
D007741,MESH:D000075222,1
D010936,MESH:D009290,1
D016572,MESH:D014890,1
D007294,MESH:D008175,1
C039668,MESH:D016649,0
D002117,MESH:D012175,1
D000551,MESH:D007972,0
C100106,MESH:D006943,0
D004837,MESH:D004387,1
C001458,MESH:D018357,0
D013988,MESH:D000787,1
D008351,MESH:D002179,0
C569750,MESH:D020295,0
D000068677,MESH:D017380,1
D014978,MESH:D010146,1
C005210,MESH:D010146,1
C096294,MESH:D020031,0
D064730,MESH:D013226,0
D000966,MESH:D006526,0
D019833,MESH:D001237,1
C042705,MESH:D001835,0
D004958,MESH:D018149,1
C014896,MESH:D006948,1
D014750,MESH:D001943,1
D017371,MESH:D001927,1
C078973,MESH:D056650,0
C104536,MESH:D006528,1
D017313,MESH:D008654,1
D006206,MESH:D052878,0
C474958,MESH:D003560,0
D000120,MESH:D001919,0
C004568,MESH:D011605,0
D005665,MESH:D013610,1
D011134,MESH:D005119,1
C549498,MESH:D012001,0
C072379,MESH:D014591,0
C003677,MESH:D010864,0
D000077185,MESH:D009134,1
C042198,MESH:D011512,0
D010098,MESH:D014653,0
D017239,MESH:D002289,1
C037689,MESH:D009145,0
C070191,MESH:D007431,0
C100294,MESH:D003093,0
C012353,MESH:D056912,0
D017257,MESH:D006973,1
D000305,MESH:D005921,1
C028889,MESH:D004653,0
C474958,MESH:D011471,1
D044946,MESH:D000648,0
C018855,MESH:D058186,1
D008795,MESH:D001442,1
D016559,MESH:D014845,1
D000639,MESH:D004487,1
C068874,MESH:D004066,0
C115461,MESH:D013927,1
C000595958,MESH:D001282,0
C100112,MESH:D015228,0
C073344,MESH:D000208,0
D000865,MESH:D008268,0
C033437,MESH:D009401,0
C541577,MESH:D001478,0
C044946,MESH:D015428,1
D001262,MESH:D013617,1
C048241,MESH:D005128,0
D009599,MESH:D007431,1
D019379,MESH:D018288,0
C005185,MESH:D008413,0
C017719,MESH:D056648,0
C034959,MESH:D009364,0
D019808,MESH:D000419,1
C010643,MESH:D012595,0
C004742,MESH:D000026,0
D013874,MESH:D001930,1
C452139,MESH:D002524,0
D008795,MESH:D012282,0
C006443,MESH:D007644,0
C587539,MESH:D002114,0
D014700,MESH:D013617,1
C568537,MESH:D001008,1
D017311,MESH:D007938,1
D015313,MESH:D004238,0
D000077583,MESH:D006332,1
C056068,MESH:D050197,1
C097240,MESH:D004681,1
D004315,MESH:D007235,1
C531951,MESH:C564013,0
D013792,MESH:D011654,1
D013256,MESH:D013224,1
D008785,MESH:D008548,0
D015282,MESH:D015746,1
D000111,MESH:D048909,1
C558369,MESH:D049912,0
D008874,MESH:D010554,1
C484876,MESH:D058065,1
D015474,MESH:D009447,1
D018943,MESH:D009369,1
D015116,MESH:D009207,1
D007328,MESH:D009472,0
D004155,MESH:D014103,1
C063170,MESH:D006478,0
D013469,MESH:D013313,1
C063839,MESH:D009122,0
D012293,MESH:D014839,1
D006220,MESH:D009069,1
C007020,MESH:D007662,0
C060802,MESH:D013927,1
C524754,MESH:D012791,0
C011941,MESH:D004409,1
D012293,MESH:D014399,1
D000077486,MESH:D003294,0
D001463,MESH:D004827,1
D002392,MESH:D055370,1
C567989,MESH:D011507,1
C101670,MESH:D006484,0
C019273,MESH:D006949,0
D014750,MESH:D018288,1
C004528,MESH:D007177,0
D000077464,MESH:D006973,1
C045651,MESH:D056627,1
D003350,MESH:D014355,0
C090859,MESH:D009373,0
D008775,MESH:D020422,1
C005183,MESH:D009202,1
D008704,MESH:D000163,0
D011736,MESH:D010300,1
C119615,MESH:D002813,0
C032688,MESH:D005739,0
D000677,MESH:D016491,0
C031161,MESH:D009374,1
C071787,MESH:D008088,0
C033249,MESH:D014927,0
D000077613,MESH:D006073,1
C006261,MESH:D012220,0
D000872,MESH:D017486,0
C036604,MESH:D016481,0
C001458,MESH:C535323,0
D004205,MESH:D003110,1
D014991,MESH:D010146,1
D000068580,MESH:C537150,0
C000601996,MESH:D002581,0
C523797,MESH:D003244,0
C424802,MESH:D010547,0
C087969,MESH:D005910,0
C121292,MESH:D008584,0
C108120,MESH:D000077260,1
D008879,MESH:D007010,0
C482900,MESH:D005130,0
C406525,MESH:D012614,0
D015764,MESH:D013610,1
D000077543,MESH:D064420,1
C093642,MESH:D019970,1
C099630,MESH:D000690,1
D001629,MESH:D008108,1
D000073738,MESH:D007333,1
D013015,MESH:D012804,1
D008775,MESH:D017116,1
C007288,MESH:D009369,0
D014294,MESH:D000506,0
D013989,MESH:D066253,0
C050426,MESH:D001855,0
D013827,MESH:D015356,0
C561310,MESH:D003711,0
C518174,MESH:D006937,1
C561695,MESH:D011230,1
C022999,MESH:D018410,0
C089586,MESH:D006973,1
C552602,MESH:D006099,1
C090111,MESH:D012912,0
D000077205,MESH:D003072,1
C031649,MESH:D044903,0
D011239,MESH:D014394,1
D002110,MESH:D008545,1
D005934,MESH:D013612,0
C517546,MESH:D000086382,1
C013738,MESH:D010212,0
D015244,MESH:D006461,0
D013755,MESH:D004605,0
C013332,MESH:D012893,1
D048789,MESH:D001943,1
D001971,MESH:D000083023,0
D000527,MESH:D013919,1
C116893,MESH:D016459,0
D007654,MESH:D002178,1
C440229,MESH:D009202,1
C002669,MESH:D013274,1
D005665,MESH:D006470,1
D019821,MESH:D002545,1
C033705,MESH:D010391,0
C038983,MESH:D011507,1
D004317,MESH:D012208,1
D015366,MESH:D002178,0
D000157,MESH:D000849,0
D013726,MESH:D001249,1
D000069349,MESH:D000038,1
D000077553,MESH:D011658,1
D002219,MESH:D006130,0
C065927,MESH:D006937,1
C576796,MESH:D001206,0
D019946,MESH:D020179,0
D007328,MESH:D006943,1
D011188,MESH:D014883,1
D000536,MESH:D006396,0
C022172,MESH:D001523,1
C506698,MESH:D004719,0
C448439,MESH:D002115,0
D006861,MESH:D004443,1
D005233,MESH:D009175,0
D000077591,MESH:D055370,1
D011794,MESH:D002357,1
D000583,MESH:D009877,1
C062897,MESH:D001745,0
C585486,MESH:D018233,0
C052035,MESH:D015431,1
D003022,MESH:D010508,0
D010406,MESH:D009494,1
C004681,MESH:D008100,0
C562242,MESH:D034721,0
D013449,MESH:D012640,1
D000894,MESH:D066087,0
C006884,MESH:D007249,1
D014223,MESH:D002178,0
C092716,MESH:D017194,0
D045783,MESH:D019957,0
C520506,MESH:D010024,0
D011239,MESH:D051437,1
D001418,MESH:D009069,1
D008618,MESH:D007154,0
C023623,MESH:D006560,0
C579720,MESH:D054198,1
C057013,MESH:D054218,0
D015761,MESH:D001145,1
C103280,MESH:D010437,0
C552526,MESH:D006528,1
C000617853,MESH:D010518,1
C095428,MESH:D000568,0
C012037,MESH:C536166,0
C000590786,MESH:D018276,0
C005632,MESH:D001750,0
D000097572,MESH:D004697,1
C499814,MESH:D003925,0
D000077867,MESH:D003865,1
D002438,MESH:D011605,0
D009020,MESH:D046748,0
C445979,MESH:D012878,1
D013654,MESH:D020196,0
D007372,MESH:D008104,0
D005228,MESH:D009765,0
D018967,MESH:C537844,0
C560272,MESH:D001943,1
C432910,MESH:D020953,0
C048498,MESH:D013036,0
C078923,MESH:D008269,0
C035958,MESH:D008171,0
C000623191,MESH:D058267,1
D011342,MESH:D061205,0
C538724,MESH:D002289,1
D007290,MESH:D000402,0
C087567,MESH:D010146,1
D011374,MESH:D007249,1
C051414,MESH:D016055,0
C031662,MESH:C536773,0
C012169,MESH:D010182,0
D002211,MESH:D009437,1
C520506,MESH:D056829,0
D047428,MESH:D015464,1
D013308,MESH:D005909,1
C526719,MESH:D015863,0
D001285,MESH:D002375,1
C027277,MESH:D017681,0
C034901,MESH:D010859,0
C517980,MESH:D011001,0
C079689,MESH:D018149,1
D005442,MESH:D003244,1
D013830,MESH:D011561,0
C506425,MESH:D006548,0
D014639,MESH:D006528,1
D007538,MESH:D020306,1
C029758,MESH:D009140,0
D008550,MESH:D006932,1
D011353,MESH:D010854,0
D000077237,MESH:D005706,1
D004491,MESH:D007022,1
C431085,MESH:D020345,0
D019207,MESH:D018357,0
D014266,MESH:D003920,1
D008130,MESH:D009369,1
D002395,MESH:D017240,0
D008558,MESH:D009396,1
D005283,MESH:D052016,1
D002738,MESH:D001168,1
D064753,MESH:D018702,0
D014812,MESH:D017093,1
D001205,MESH:D008133,1
C452039,MESH:D009877,0
C500530,MESH:D007319,0
D002939,MESH:D016908,1
D012504,MESH:D005334,1
C013099,MESH:D009349,0
D013722,MESH:D010235,0
D004050,MESH:D000075322,1
D016651,MESH:D001037,1
C081510,MESH:D004806,0
C025724,MESH:D007057,0
C021082,MESH:D002006,0
C064871,MESH:D007232,0
C578354,MESH:D018324,0
C078793,MESH:D009123,0
C113661,MESH:D009385,0
C105354,MESH:D011230,0
D020913,MESH:D002252,1
D011395,MESH:D006406,0
D017275,MESH:D002312,1
C552520,MESH:D008103,0
D015525,MESH:D007249,1
C470768,MESH:D058922,0
D001564,MESH:D020196,0
C411103,MESH:D006563,0
C529311,MESH:D002115,0
C471849,MESH:D045743,1
D010634,MESH:D002780,1
D000093842,MESH:C563614,1
D009257,MESH:D055732,0
D004121,MESH:D010292,1
D000319,MESH:D002318,1
D006882,MESH:D005211,0
C479222,MESH:D007706,0
D015116,MESH:D001919,1
C531951,MESH:D013984,0
D006493,MESH:D009461,1
C569674,MESH:D005211,0
D002331,MESH:D022124,1
C531023,MESH:D008569,0
C000614067,MESH:D003680,0
D016677,MESH:D006192,0
C025583,MESH:D010842,0
D060754,MESH:D017114,0
D008775,MESH:D002528,1
C521335,MESH:D004681,1
D002994,MESH:D015228,1
D013806,MESH:D008175,1
C572045,MESH:D017093,0
D006051,MESH:D020961,0
C000599091,MESH:D003924,1
C031226,MESH:D012640,0
C402943,MESH:D000856,0
C002276,MESH:D000562,1
D005665,MESH:D015427,1
D000077209,MESH:D008223,1
C074619,MESH:D048909,1
C000665,MESH:D009362,0
D011715,MESH:D004820,0
D002065,MESH:D009410,1
D001279,MESH:D015432,0
D020911,MESH:D013341,0
C035100,MESH:D001744,0
C016392,MESH:D002340,0
D002185,MESH:D009410,1
D018491,MESH:D007172,1
D005620,MESH:D020234,0
C118218,MESH:D012983,0
C568950,MESH:D010182,0
D010936,MESH:D004890,1
D017693,MESH:D017180,1
D012965,MESH:D007674,1
D003975,MESH:D000379,1
D010100,MESH:D000858,0
C079549,MESH:D015352,0
D015474,MESH:D002481,1
D014049,MESH:D009127,1
C046338,MESH:D012640,1
D001148,MESH:D000562,1
D003300,MESH:D007818,0
D006830,MESH:D006332,1
D008774,MESH:D010146,1
D015283,MESH:D001523,1
C045749,MESH:D001002,0
D007530,MESH:D002971,0
C476105,MESH:D014549,0
C029899,MESH:D006970,1
C568962,MESH:D003130,0
D003300,MESH:D009374,1
C013440,MESH:D012804,0
C107087,MESH:D011014,0
D000068557,MESH:D008103,1
D009643,MESH:D004942,0
D007455,MESH:D008325,1
D008528,MESH:D003930,0
D010632,MESH:D054143,0
D014635,MESH:D019964,1
D000074322,MESH:D020268,0
D004232,MESH:D010024,1
D019289,MESH:D004417,0
C095756,MESH:D006930,1
D005839,MESH:D012480,1
C031388,MESH:D006519,0
C507035,MESH:D066126,1
C055315,MESH:D008579,0
C462061,MESH:D054220,0
C046650,MESH:D002375,0
C554150,MESH:D019698,1
D012694,MESH:D006950,0
C049864,MESH:D003924,1
D009543,MESH:D006973,1
C054108,MESH:D003294,0
D008776,MESH:D009902,1
D044966,MESH:D014062,0
D000068718,MESH:D009203,1
D014745,MESH:D012859,0
D006830,MESH:D006333,1
C545733,MESH:D009008,0
C016063,MESH:D055370,1
C063694,MESH:D013553,0
D000077583,MESH:D001022,0
D009966,MESH:D009122,1
C488311,MESH:D004915,0
C045651,MESH:D001008,1
C572726,MESH:D007948,0
D004999,MESH:D014839,1
D001599,MESH:D007674,1
D000082,MESH:D055009,1
D002996,MESH:D006529,1
D017313,MESH:D000230,1
D009268,MESH:D004405,1
C080955,MESH:D008545,1
C533469,MESH:D003323,0
D008120,MESH:D003117,0
C517295,MESH:D010264,0
C007836,MESH:D058065,1
D005047,MESH:D002289,1
D000077149,MESH:D017380,1
D009853,MESH:D010437,1
D003975,MESH:D014555,1
C097284,MESH:D006505,1
D012293,MESH:D000855,1
D001279,MESH:D013224,1
C108128,MESH:D002532,0
C539977,MESH:D001039,0
C576701,MESH:D015477,0
D020123,MESH:D066126,1
C500528,MESH:D015175,0
C102563,MESH:D007417,1
D012601,MESH:D009203,1
C477931,MESH:D014126,0
D000643,MESH:D006831,0
C034039,MESH:D020293,0
C545823,MESH:D018318,0
C084605,MESH:D020790,0
D002746,MESH:D008288,1
D000090982,MESH:D000086382,1
D000526,MESH:D018324,0
C028513,MESH:D001714,0
C000722997,MESH:D004769,0
C045325,MESH:D008595,0
C010269,MESH:D012852,1
D009566,MESH:D007431,0
D000242,MESH:D019569,0
C531198,MESH:D001919,0
C081294,MESH:D015417,0
C524106,MESH:D051436,0
D004318,MESH:D011625,1
C037907,MESH:D013614,0
D000701,MESH:D003928,1
D000077261,MESH:D054318,1
D017762,MESH:D013921,1
C081643,MESH:D017379,1
D004365,MESH:D008325,1
D011433,MESH:D001201,1
C049626,MESH:D017574,0
D004205,MESH:D003921,1
C116926,MESH:D002100,1
D000078328,MESH:D002375,1
D002747,MESH:D004714,0
C000592522,MESH:D012221,0
C000597780,MESH:D020244,1
C543033,MESH:D010051,1
C035958,MESH:D009230,0
C553968,MESH:D007918,0
D005702,MESH:D003072,1
C539975,MESH:D003130,0
D003533,MESH:D015431,1
C031404,MESH:D000083242,0
C014451,MESH:D009103,0
C061298,MESH:D002062,0
C033563,MESH:D011618,1
C061031,MESH:D015423,0
