ChemicalID,DiseaseID,label
C434926,MESH:D019957,1
D024502,MESH:D001836,1
C496401,MESH:D055371,1
C040920,MESH:D049950,0
D009270,MESH:D058426,1
C007628,MESH:D001848,0
D007538,MESH:D016411,0
C586842,MESH:D000033,0
C000588914,MESH:D007411,0
C017576,MESH:D005891,0
D005578,MESH:D003550,1
C044946,MESH:D002277,1
D019287,MESH:D016773,1
C015423,MESH:D007022,1
C036374,MESH:D007000,0
D001971,MESH:D010900,1
C052035,MESH:D015427,1
C568957,MESH:D003877,1
C026708,MESH:D006948,1
D002228,MESH:D054139,0
D010656,MESH:D002545,1
D008748,MESH:D016410,0
D017245,MESH:D017088,1
D017963,MESH:D012141,1
C546524,MESH:D015431,1
C477965,MESH:D055371,1
C538724,MESH:D058625,0
D005047,MESH:D018239,1
D013874,MESH:D009361,0
C039418,MESH:D045823,0
C009172,MESH:D001862,1
C551466,MESH:D013166,0
C050224,MESH:D010211,0
C105051,MESH:D010003,0
D000077595,MESH:D014766,0
D000638,MESH:D056128,0
C077022,MESH:D015175,0
C052785,MESH:D006980,0
D002990,MESH:D056006,0
C559491,MESH:D003665,0
C543150,MESH:D007859,1
D016559,MESH:D003876,1
D008790,MESH:D050197,1
D004655,MESH:D006937,0
D004369,MESH:D012080,0
C038193,MESH:D052018,0
D011241,MESH:D001943,1
C015209,MESH:D015212,0
C532102,MESH:D014860,0
D004113,MESH:D000075322,1
D000077261,MESH:D006940,1
C037689,MESH:D017681,0
C013591,OMIM:248310,0
C051171,MESH:D003665,0
D003545,MESH:D011225,0
D008691,MESH:D013375,1
C060327,MESH:D004108,0
D016713,MESH:D018327,0
D002939,MESH:D010019,1
C433814,MESH:D017439,0
D000420,MESH:D005739,1
C554850,MESH:D000230,0
C000594859,MESH:D002100,0
D004329,MESH:D011658,0
C549041,MESH:D014973,0
D007649,MESH:D017180,1
C039242,MESH:D006973,1
C010833,MESH:D011128,0
D004145,MESH:D012678,0
C080985,MESH:D003668,0
D001535,MESH:D012859,0
D011299,MESH:D014693,1
D016685,MESH:D002294,1
C033022,MESH:D004487,1
C547390,MESH:D010916,0
C057548,MESH:D055009,0
D013629,MESH:D007249,1
C059451,MESH:D008850,0
D010936,MESH:D004823,0
D000547,MESH:D003704,1
D002945,MESH:D005909,1
C097008,MESH:D006349,0
C060464,MESH:D000820,0
C035978,MESH:D014552,1
C485382,MESH:D006509,1
C524865,MESH:D008114,1
C066430,MESH:D016766,0
D002437,MESH:D012488,1
C550547,MESH:D004719,1
D000077154,MESH:D003092,1
C000722512,MESH:D006099,0
C541917,MESH:D018149,1
C013293,MESH:D001763,0
D002125,MESH:D011654,1
D004091,MESH:D010146,1
C521273,MESH:D003328,0
C433771,MESH:D020817,0
C012970,MESH:D000080365,0
D011398,MESH:D006948,1
C004742,MESH:D003924,1
C413685,MESH:C538173,0
D005016,MESH:D007815,0
D010396,MESH:D009389,1
D000077385,MESH:D009437,1
D009536,MESH:D012878,1
C045345,MESH:D065626,1
C516449,MESH:D000070642,0
C000628397,MESH:D001161,0
D015662,MESH:D013203,1
C030123,MESH:D012507,0
C060230,MESH:D016489,0
D000077236,MESH:D008881,1
C000593592,MESH:D017190,0
D004949,MESH:D008133,0
C067601,MESH:D009041,0
D011241,MESH:D008113,1
D016559,MESH:D014820,1
C084809,MESH:D004893,0
D011746,MESH:D019970,0
C081112,MESH:D001922,0
C058577,MESH:D009468,1
D000077261,MESH:D066126,1
D003907,MESH:D008106,1
C033563,MESH:D055744,0
C017309,MESH:D005368,0
D008063,MESH:D020258,1
C019304,MESH:D018487,0
D003932,MESH:D006943,0
D004074,MESH:D013617,1
C482205,MESH:D013274,1
D010936,MESH:D008569,1
C060768,MESH:D008080,1
D010208,MESH:D018783,1
C087346,MESH:D001002,0
D011719,MESH:D007249,1
D064730,MESH:D006470,1
C050739,MESH:D003103,0
D014810,MESH:D016491,1
C048140,MESH:D006948,1
C107754,MESH:D008268,0
C076944,MESH:D014398,0
D006851,MESH:D018512,0
C572961,MESH:D051436,1
C032688,MESH:D005911,1
C090577,MESH:D006712,0
D002174,MESH:D000072717,0
D008981,MESH:D001791,1
C004471,MESH:D008545,1
D002994,MESH:D056486,1
C085514,MESH:D055371,1
D019980,MESH:D058405,0
D006886,MESH:D008178,1
D002087,MESH:D013274,1
C025451,MESH:D006973,1
C084593,MESH:D004828,1
D019821,MESH:D011507,1
C080220,MESH:D006946,1
C570834,MESH:D010850,0
D045162,MESH:D010538,1
D002981,MESH:D001424,1
C056156,MESH:D002771,0
D003993,MESH:D015430,1
D010431,MESH:D015477,1
D000077268,MESH:D000471,1
D000077555,MESH:D002771,0
D003520,MESH:D018236,1
D008920,MESH:D016481,0
C014926,MESH:D006973,1
C007586,MESH:D013921,0
C035978,MESH:D004414,0
C006418,MESH:D009471,0
C533860,MESH:D012909,0
D004049,MESH:D020138,0
C084711,MESH:D008569,1
D014527,MESH:D002310,1
C033163,MESH:D014517,0
D007850,MESH:D002590,0
C107820,MESH:D006961,0
D005492,MESH:D012871,1
D007520,MESH:D018281,0
C038381,MESH:D015837,0
D010894,MESH:D007414,1
D000080044,MESH:D013217,0
C047768,MESH:D012735,0
C015715,MESH:C537345,0
D025101,MESH:D026681,1
D000068298,MESH:D006342,0
D015575,MESH:D007249,1
D010894,MESH:D005315,0
D015774,MESH:D009374,1
C516322,MESH:D015535,0
C011512,MESH:D009765,1
D002444,MESH:D000084462,0
D037621,MESH:D018177,1
D010830,MESH:D007035,1
D009567,MESH:D043204,0
C018855,MESH:D050197,0
D024505,MESH:D008654,1
C001079,MESH:D013923,0
D024508,MESH:D006463,0
C104201,MESH:D010190,1
C041648,MESH:D004414,0
D000097629,MESH:D017116,0
D000077725,MESH:D004927,1
C021304,MESH:D013585,0
D004655,MESH:D006323,1
C547321,MESH:D018798,0
D000077239,MESH:D001168,1
C554150,MESH:D005832,0
C499814,MESH:D004487,1
C466420,MESH:D015267,0
C002769,MESH:D064420,1
D011318,MESH:D020149,0
D000077185,MESH:D018450,1
C000654848,MESH:D020083,0
C065299,MESH:D019970,0
D008558,MESH:D009362,1
C073340,MESH:D012021,0
D003069,MESH:D020734,1
C060464,MESH:D000860,1
C034201,MESH:D000072717,0
D000069450,MESH:D003924,1
D001418,MESH:D002375,1
C027870,MESH:D015473,1
C051098,MESH:D003711,0
C056041,MESH:D066087,0
D011324,MESH:D004832,1
C024070,MESH:D058065,1
C502851,MESH:D014811,0
C081310,MESH:D010390,0
D000077143,MESH:D009101,1
D000077261,MESH:D007333,1
D006851,MESH:D019846,0
D004997,MESH:D014693,1
C034177,MESH:D012120,0
C115293,MESH:D016470,0
D017673,MESH:D007022,1
C071262,MESH:D001168,0
C506585,MESH:D002817,0
C037907,MESH:D057066,0
D013024,MESH:D052177,0
D011192,MESH:D007567,0
D000583,MESH:D013203,1
D018943,MESH:D015473,1
D024504,MESH:D012221,1
C052090,MESH:D014397,0
C000720847,MESH:D006930,1
C000588556,MESH:D000083083,1
D000077154,MESH:D016137,0
C012394,MESH:D013375,1
D000525,MESH:D001008,1
D008914,MESH:D016489,0
D007213,MESH:D001171,1
D009070,MESH:D001986,0
D010368,MESH:D003110,1
C474918,MESH:D016472,0
D019259,MESH:D011183,1
C004218,MESH:D005761,1
D000077562,MESH:D004828,0
C092704,MESH:D052456,0
C033273,MESH:D013927,1
C054923,MESH:D009374,1
D005978,MESH:D012640,1
D015525,MESH:D011020,0
D012293,MESH:D014390,1
C091884,MESH:D001855,1
C101044,MESH:D002764,0
C107231,MESH:D009369,1
D003652,MESH:D008173,0
C009265,MESH:D002389,1
D053590,MESH:D002822,0
D003622,MESH:D007249,1
D017294,MESH:D001943,1
D015032,MESH:D012652,0
D017693,MESH:D001749,1
C489337,MESH:D003108,1
D017878,MESH:D005909,1
C046243,MESH:D005715,0
C017185,MESH:C569516,0
C006650,MESH:D010273,0
C100231,MESH:D002532,0
C051360,MESH:D015352,0
D002606,MESH:D003128,1
D000077237,MESH:D000098943,1
D000077863,MESH:D013611,0
D014700,MESH:D013611,1
C000297,MESH:D001238,0
C008522,MESH:D014693,1
C007836,MESH:D009437,1
C008890,MESH:D014402,0
D009588,MESH:D006689,1
C487581,MESH:D006480,0
D001285,MESH:D013610,1
C113602,MESH:D013281,0
D000068180,MESH:D003866,1
C060347,MESH:D020261,0
C101598,MESH:D002780,0
C054290,MESH:D002375,1
C058306,MESH:D009669,0
C050224,MESH:D056486,1
C012195,MESH:D001247,0
D000658,MESH:D010518,1
C550746,MESH:C535953,0
C081021,MESH:D014845,0
D009538,OMIM:188890,1
C021751,MESH:D004195,1
C476718,MESH:D013274,1
D007099,MESH:D001763,1
D005040,MESH:D009914,0
D017693,MESH:D009459,1
C508970,MESH:D009336,1
D010653,MESH:D010146,1
D004280,MESH:D009203,1
D003613,MESH:D010146,1
D002997,MESH:D009069,1
D013498,MESH:D011128,0
C487644,MESH:D014029,0
C505980,MESH:D006848,0
D000077300,MESH:D015428,1
C058699,MESH:D012513,0
D001895,MESH:D001930,1
C101866,MESH:D012640,1
C094992,MESH:D001018,0
C000592767,MESH:D020434,0
C088233,MESH:D012516,0
D000082,MESH:D003072,0
D012601,MESH:D002375,1
D002744,MESH:D012141,1
D006879,MESH:D004381,0
C025364,MESH:D007759,0
C043857,MESH:D006030,0
D002118,MESH:D009397,1
C058391,MESH:D003327,0
D002066,MESH:D054198,1
C501362,MESH:D015428,1
D000077143,MESH:D004938,1
C484285,MESH:D009437,0
C058305,MESH:D010146,1
D005664,MESH:D016481,1
D014292,MESH:D002286,1
D009599,MESH:D007241,0
C000593032,MESH:D000007,0
D012642,MESH:D001289,1
C022834,MESH:D003586,0
D016190,MESH:D008654,1
C540278,MESH:D001237,0
C121594,MESH:D046349,0
C005865,MESH:D012164,1
D000078306,MESH:D020295,0
D020875,MESH:D007964,0
C012284,MESH:D015663,0
C035978,MESH:D006561,0
C548902,MESH:D009374,1
D000305,MESH:D003876,1
D011070,MESH:D016659,0
C442842,MESH:D054218,0
D011239,MESH:D001171,1
D013883,MESH:D019846,0
D018757,MESH:D034321,0
C530049,MESH:D003110,1
C014477,MESH:D013364,0
D008774,MESH:D009135,1
C013099,MESH:D016553,0
C445979,MESH:D006526,0
C048927,MESH:D003244,0
D009530,MESH:D007431,1
C046318,MESH:D012220,0
D000077285,MESH:D002375,1
C061131,MESH:D007039,0
D005578,MESH:D014552,1
D002354,MESH:D009798,1
C045894,MESH:D002292,1
D000806,MESH:D009202,1
C101280,MESH:D006963,0
C562064,MESH:D004407,0
C092113,MESH:D012481,0
C017540,MESH:D020225,0
D004110,MESH:D000860,1
D000077767,MESH:D054198,1
C495817,MESH:D000860,0
D001384,MESH:D002389,1
D000077557,MESH:D000783,0
C112689,MESH:D010255,0
C045492,MESH:D015431,1
C011669,MESH:D014811,0
C518914,MESH:D065630,0
C060342,MESH:D008924,0
D002801,MESH:D005132,0
D020912,MESH:D001523,1
C018541,MESH:D006943,1
D010068,MESH:D003560,0
D002726,MESH:D015674,1
D003973,MESH:D008118,0
C555021,MESH:D011123,0
D010368,MESH:D006486,0
D000069348,MESH:D008586,0
D008691,MESH:D002561,1
C035978,MESH:D001885,1
D003609,MESH:D002283,1
C031927,MESH:D008548,1
D010402,MESH:D018149,0
D014508,MESH:D006501,0
D010830,MESH:D010146,1
D001507,MESH:D011657,1
C015715,MESH:D008106,0
D017610,MESH:D010547,0
D011899,MESH:D006930,1
D008795,MESH:D004381,1
D011464,MESH:D009336,1
C048980,MESH:D019465,0
C513485,MESH:D007035,0
C091365,MESH:D014328,0
D002117,MESH:D007011,1
C097367,MESH:D018827,1
C103436,MESH:D020765,0
C053001,MESH:D056844,0
C039332,MESH:D005134,0
D045162,MESH:D050171,1
D002439,MESH:D011014,1
C033607,MESH:D065626,1
D000166,MESH:D003639,0
D000654,MESH:D020329,0
D002109,MESH:D064420,1
D013759,MESH:D007249,1
C035444,MESH:D018461,1
D004137,MESH:D007822,0
D003024,MESH:D001523,1
C490483,MESH:D014456,1
D020909,MESH:D007249,1
C529402,MESH:D012214,0
C011860,MESH:D005130,0
D000069468,MESH:D055985,0
C041525,MESH:D009468,0
D000305,MESH:D009080,1
D015525,MESH:D015431,1
C118983,MESH:D010698,0
C012589,MESH:D010190,1
D013759,MESH:D009325,1
D011838,MESH:D018792,0
D020123,MESH:D008545,1
C079549,MESH:C531795,0
D008920,MESH:D008175,1
C111716,MESH:D014006,0
D000077583,MESH:D007008,1
D004054,MESH:D001943,1
D008727,MESH:D009362,1
C000593263,MESH:D001899,0
C403944,MESH:D014592,0
D000577,MESH:D029424,0
D004365,MESH:D011507,1
D014700,MESH:D007172,1
D013852,MESH:D002971,0
D053139,MESH:D007251,1
C054125,MESH:D002780,0
D007736,MESH:D004211,0
D002216,MESH:D020256,0
D006635,MESH:D001229,0
C488401,MESH:D010024,1
C025170,MESH:D005921,1
C088860,MESH:D003866,0
D011838,MESH:D009369,1
C031655,MESH:D002543,1
C039242,MESH:D005076,0
D006854,MESH:D049950,0
D018038,MESH:D006943,1
C504520,MESH:D000860,0
D019821,MESH:D013119,1
D009525,MESH:D006937,1
C583222,MESH:D045169,1
D005047,MESH:D010190,1
D011341,MESH:D008114,1
D009388,MESH:D010146,1
C071435,MESH:D001862,0
D014011,MESH:D010437,1
D004041,MESH:D015674,0
C545385,MESH:D020852,0
D000077362,MESH:D016773,0
D005204,MESH:D008113,1
D003907,MESH:D013345,1
C582844,MESH:D012735,0
D000069438,MESH:D006949,1
C067523,MESH:D013224,0
D001640,MESH:D001919,1
D014751,MESH:D011471,1
D009582,MESH:D051437,1
C083152,MESH:D015431,1
C013407,MESH:D020220,0
C455880,MESH:D007638,0
C526332,MESH:D005739,0
C501413,MESH:D051270,0
C062018,MESH:D009336,1
D013852,MESH:D013920,1
D044948,MESH:D020190,0
D004958,MESH:D002869,1
C477891,MESH:D005316,0
C074283,MESH:D011507,1
C032640,MESH:D014514,0
D015251,MESH:D001943,1
D007052,MESH:D002545,1
D000074,MESH:D013921,1
D004318,MESH:D014552,1
C017947,MESH:D020260,0
C532626,MESH:D056987,0
C548780,MESH:D004314,0
D000069439,MESH:D009374,1
C410216,MESH:D003110,1
D014196,MESH:D012892,1
D001427,MESH:D008113,1
C561695,MESH:D050197,1
C018417,MESH:D013610,1
C480833,MESH:D010190,1
C103442,MESH:D009361,1
C511621,MESH:D009203,0
C057451,MESH:D002471,1
D004656,MESH:D010024,1
D015725,MESH:C536777,1
C058317,MESH:D011629,0
C098288,MESH:D000224,0
D003561,MESH:D009190,1
C033273,MESH:D002862,0
C035934,MESH:D007154,0
C042831,MESH:D003643,0
C494034,MESH:D046768,0
C499366,MESH:D009503,1
D012965,MESH:D012208,0
D012834,MESH:D008223,0
D013395,MESH:D009401,0
C037907,MESH:D019964,0
D000097123,MESH:D048550,1
C502972,MESH:D004660,0
D000068900,MESH:D015658,0
C065784,MESH:D000077260,0
D006641,MESH:D044584,0
D004809,MESH:D014399,0
C042631,MESH:D011226,0
C100058,MESH:D056486,1
C060594,MESH:D010051,1
C031433,MESH:D007022,1
C010925,MESH:D056784,0
C497286,MESH:D054537,0
D002443,MESH:D010031,1
D000068579,MESH:D003866,1
D011725,MESH:D006973,1
D014293,MESH:D005311,0
D009853,MESH:D001471,1
D007741,MESH:D006973,1
C061242,MESH:D008106,1
C076256,MESH:D002779,1
C060464,MESH:D007174,1
C107601,MESH:D020345,0
D013759,MESH:D005909,1
D009543,MESH:D003329,1
C045351,MESH:C536063,0
C074338,MESH:D001145,1
D001761,MESH:D008545,1
D004074,MESH:D006973,1
D002331,MESH:D009845,1
C041148,MESH:D008575,0
C106444,MESH:D011471,0
C088092,MESH:D005327,0
C112036,MESH:D007579,0
D020117,MESH:D048909,1
C526426,MESH:D011618,0
D010634,MESH:D012559,1
C560811,MESH:D009404,0
D005422,MESH:D004478,0
D003078,MESH:D015210,1
C007704,MESH:D000079690,1
C090686,MESH:D006943,1
D000077722,MESH:D019966,0
C036604,MESH:D011183,1
D007213,MESH:D002100,1
D009020,MESH:D006261,1
C041246,MESH:D007680,0
C083136,MESH:D055031,0
D010632,MESH:D020925,0
D018170,MESH:D005119,1
C035346,MESH:D007896,0
D009525,MESH:D043171,1
C027451,MESH:D001988,0
C015668,MESH:D050177,0
D005632,MESH:D003047,0
D002047,MESH:D012640,1
D009553,MESH:D019636,1
C085266,MESH:D058225,0
D005905,MESH:D006111,0
C084820,MESH:D016659,0
C012655,MESH:D002294,1
C055141,MESH:D008288,1
C089876,MESH:D000086002,0
D002083,MESH:D008109,1
C551538,MESH:D002813,0
C017014,MESH:D010146,1
C058577,MESH:D007819,0
D015762,MESH:D009437,0
C035522,MESH:D009765,1
C052629,MESH:D012186,0
C045325,MESH:D007674,0
D006221,MESH:D010146,1
C475227,MESH:D001162,0
C046338,MESH:D000071243,0
C103789,MESH:D000231,0
D009553,MESH:D001930,1
D000111,MESH:D002294,1
C529054,MESH:D009765,1
C549133,MESH:C535500,0
C000593334,MESH:D001744,0
C110772,MESH:D006529,1
D013739,MESH:D019263,1
C103016,MESH:D005705,0
C084574,MESH:D011618,0
D003495,MESH:D016483,0
C054337,MESH:D015431,1
D013792,MESH:D003092,1
C052629,MESH:D004829,0
D002166,MESH:D006816,1
C017803,MESH:D019846,0
C517975,MESH:D001987,0
C430918,MESH:D007896,0
C553486,MESH:D064420,1
C060751,MESH:D006030,0
D000078764,MESH:D003865,1
D001241,MESH:D001168,1
C004180,MESH:D000402,1
D011405,MESH:D020275,0
C010158,MESH:D017180,1
D006877,MESH:D003110,1
C473384,MESH:D014694,0
C112036,MESH:D011671,0
D009640,MESH:D011658,0
C071262,MESH:D018476,1
D004573,MESH:D014693,1
D000077287,MESH:D004195,1
D008687,MESH:D066126,1
D003642,MESH:D000090862,0
D009921,MESH:D009389,0
C093230,MESH:D005130,0
C524042,MESH:D006086,0
C008548,MESH:D055728,0
D003474,MESH:D003072,1
C009438,MESH:D018262,0
D000077268,MESH:D007079,0
D000527,MESH:D002375,1
D001971,MESH:D009459,1
D004155,MESH:D007022,1
C523074,MESH:D016778,0
D047071,MESH:D056486,1
C408162,MESH:D008545,1
D019772,MESH:D005909,1
C045022,MESH:D009069,0
C057618,MESH:D018270,0
D013148,MESH:D007008,1
C000626905,MESH:D053099,0
D011799,MESH:D004487,1
C068805,MESH:D007021,0
D002698,MESH:C554498,0
C014363,MESH:D008591,0
C071275,MESH:D017449,0
D018967,MESH:D010259,1
C517409,MESH:D005355,1
C515441,MESH:D005776,0
D000925,MESH:D002115,1
C031967,MESH:D018476,1
C107676,MESH:D014973,0
D002444,MESH:D009349,0
C066892,MESH:D006945,0
D010984,MESH:D009447,1
C030419,MESH:D056486,1
C033356,MESH:D006505,0
D009428,MESH:D000292,1
C116890,MESH:D017380,1
C551027,MESH:D012186,0
C025292,MESH:D019569,0
C080260,MESH:D009122,0
C538779,MESH:D014277,1
C474928,MESH:D002114,0
D003630,MESH:D016301,0
D015760,MESH:D006973,1
C116322,MESH:D017445,0
D004221,MESH:D064420,1
C056642,MESH:D020820,0
C408982,MESH:D014134,0
C527551,MESH:D009041,1
C471183,MESH:D010051,1
D005938,MESH:D011507,1
C454400,MESH:C564013,0
D000959,MESH:D019588,0
D010830,MESH:D003440,0
C484810,MESH:D009369,1
C540278,MESH:D020763,0
D008727,MESH:D001172,1
C060154,MESH:D054198,1
C042986,MESH:D004487,1
D000077185,MESH:D056487,0
D002211,MESH:D008107,1
C464745,MESH:D065631,0
C473731,MESH:D006177,0
C050414,MESH:D055009,0
C049051,MESH:D008946,0
D001585,MESH:D006261,1
C017367,MESH:D015179,1
C054478,MESH:D004684,0
D003276,MESH:D007889,1
C550194,MESH:D000079690,0
C510793,MESH:D012559,1
D014292,MESH:D018487,1
D000959,MESH:D009404,0
C082246,MESH:D006509,0
C022801,MESH:D007889,0
C477861,MESH:D006177,0
C573944,MESH:D056486,1
D000936,MESH:D020833,0
C054337,MESH:D003092,1
C507057,MESH:D020521,0
C500026,MESH:D001749,1
C559089,MESH:D012912,0
C513529,MESH:D001749,0
C027385,MESH:D003117,0
C117948,MESH:D008850,0
C023455,MESH:D010916,0
C511402,MESH:D006335,1
C052090,MESH:D009157,0
D020913,MESH:D019969,1
C540383,MESH:D062025,0
C406583,MESH:D006689,1
D001629,MESH:D006950,1
D000069472,MESH:D006937,1
C000713927,MESH:D012468,0
D003596,MESH:D054198,1
D010830,MESH:D006948,1
D000077185,MESH:D009410,1
D002216,MESH:D008171,1
D045162,MESH:D016523,0
C104857,MESH:D000098943,0
C012716,MESH:D004487,1
D015774,MESH:D017726,1
D006882,MESH:D018196,0
D019301,MESH:D006646,0
C116926,MESH:D010149,1
C052228,MESH:D014012,0
D008751,MESH:D020528,0
D004365,MESH:D000038,1
C529054,MESH:D004719,1
D017371,MESH:D006948,1
D004997,MESH:D011085,1
C031226,MESH:D007674,1
C079168,MESH:D009207,0
D003907,MESH:D001929,1
D000077149,MESH:D001145,1
D008767,MESH:D001768,0
C055163,MESH:D054144,0
C435084,MESH:D017544,1
C116580,MESH:D000306,0
D016291,MESH:D001927,1
D005473,MESH:D003865,1
D001590,MESH:D005879,1
C011825,MESH:D010032,0
C072553,MESH:D056987,0
D000077288,MESH:D002289,1
D003613,MESH:D000799,1
C014805,MESH:D006973,1
C120582,MESH:D006530,1
C007262,MESH:D019318,1
D002395,MESH:D017086,0
C017928,MESH:D010916,0
D011068,MESH:D055744,0
D005473,MESH:D003866,1
D006493,MESH:D003324,1
C559490,MESH:D016066,0
C114163,MESH:D019970,1
D019808,MESH:D020257,1
D010431,MESH:D008181,1
C467063,MESH:D016410,1
C084773,MESH:D005207,1
C555574,MESH:D006946,1
C571443,MESH:D009784,0
C033595,MESH:D001019,0
C015735,MESH:D001172,1
D015474,MESH:D017486,1
C518644,MESH:D006987,0
D004317,MESH:D001749,1
C006737,MESH:D014391,0
D003024,MESH:D006212,1
C058699,MESH:D008546,1
D008468,MESH:D014717,1
D047309,MESH:D001943,1
D000069348,MESH:D057180,1
D002866,MESH:D006941,0
C009000,MESH:D055963,0
D002762,MESH:D043204,0
D013473,MESH:D004802,0
C410337,MESH:D008575,0
D003606,MESH:D014627,0
D000077334,MESH:D018227,0
D009020,MESH:D006948,1
D000077152,MESH:D009069,1
C100194,MESH:D017726,0
C550547,MESH:D015431,1
C521787,MESH:D005402,0
C533237,MESH:D004932,0
C018548,MESH:D003354,0
D003375,MESH:D002114,1
D009761,MESH:D001883,0
D020849,MESH:D058866,1
C570774,MESH:D009190,1
C032731,MESH:D020018,1
D004121,MESH:D012140,0
C038213,MESH:D002537,0
C006088,MESH:D020264,0
D005944,MESH:D013272,1
D000068759,MESH:D055370,1
C121978,MESH:D009798,0
D015282,MESH:D010146,1
C088327,MESH:D012021,1
D005047,MESH:D006689,1
C455861,MESH:D009133,0
C101278,MESH:D006849,0
D009566,MESH:D003327,1
D009553,MESH:D006948,1
C044958,MESH:D002544,0
C515227,MESH:D002277,0
C107364,MESH:D000361,0
C528728,MESH:D003109,0
D014750,MESH:D000077195,1
D005290,MESH:D008172,0
D005473,MESH:D002389,1
C096277,MESH:D006951,1
D003975,MESH:D016584,1
C045651,MESH:D053627,1
C560287,MESH:D018879,0
C010034,MESH:D015163,0
D017371,MESH:D008275,0
D007656,MESH:D007008,0
C035384,MESH:D011201,0
D019695,MESH:D009404,1
D001205,MESH:D017728,0
C054256,MESH:D007249,1
C027061,MESH:D004427,0
C024034,MESH:D055613,0
D016627,MESH:D001008,0
C028474,MESH:D018149,1
D000077764,MESH:D014950,0
D008774,MESH:D054066,0
D000077236,MESH:D004387,0
C527385,MESH:D002915,0
C120147,MESH:D015464,0
C000627899,MESH:D006973,1
D053918,MESH:D001883,0
C524754,MESH:D017599,0
C521270,MESH:D006331,1
C069788,MESH:D000006,0
D010431,MESH:D020521,1
D017705,MESH:D000137,0
D013852,MESH:D001749,1
D000077526,MESH:D020233,1
D013752,MESH:D005757,1
D019207,MESH:D006526,1
C109513,MESH:D004444,0
D007529,MESH:D000505,1
C069053,MESH:D017237,0
D006220,MESH:D001523,1
D000077335,MESH:D014009,0
D000077209,MESH:D001249,1
D020910,MESH:D011618,1
D000077734,MESH:D018237,0
C023610,MESH:D002607,0
D009638,MESH:D012131,1
C017998,MESH:D002375,1
C011669,MESH:D007057,0
C108192,MESH:D017118,0
D020108,MESH:D003645,0
C090686,MESH:D018149,1
C504726,MESH:D015461,0
D010952,MESH:D020896,1
C018824,MESH:D020078,0
D002443,MESH:D005334,1
C023764,MESH:D014397,0
C063119,MESH:D004381,0
D014635,MESH:D003294,1
C513163,MESH:D014029,1
C555559,MESH:D001988,0
D000077288,MESH:D007249,1
D008874,MESH:D019970,1
D011722,MESH:D007333,0
D010643,MESH:D010146,1
C031655,MESH:D004195,1
D004743,MESH:D009916,0
D008787,MESH:D004381,1
D000077154,MESH:D014353,0
D006852,MESH:D018487,1
C042413,MESH:D003704,0
D002440,MESH:D058225,0
C099689,MESH:D009837,0
C472829,MESH:D006261,0
C057710,MESH:D010612,1
D004294,MESH:D007022,1
D000078308,MESH:D005313,0
C060190,MESH:D010954,0
D017315,MESH:D006976,1
C039993,MESH:D000752,0
D001241,MESH:D010300,1
C540575,MESH:D006965,1
D003891,MESH:D009410,1
C494622,MESH:D058739,0
C007262,MESH:D000151,0
D000527,MESH:D006973,1
C074544,MESH:D014973,0
C065446,MESH:D006930,1
C510793,MESH:D015175,0
C489254,MESH:D015461,0
C014215,MESH:D002819,0
C474918,MESH:D056647,0
D016572,MESH:D005076,1
C037689,MESH:D009422,1
D019346,MESH:D007249,1
D000077333,MESH:D002545,1
D037621,MESH:D002051,0
D002084,MESH:D014549,0
C007586,MESH:C538173,0
C000716407,MESH:D016510,0
C026474,MESH:D011273,0
C034206,MESH:D001249,1
C099419,MESH:D001167,0
D005839,MESH:D015161,0
D047310,MESH:D001930,1
D003606,MESH:D003557,1
D000067048,MESH:D020264,0
D002220,MESH:D004829,1
C560077,MESH:D001478,0
C105370,MESH:D020388,0
C008842,MESH:D004827,1
C067172,MESH:C535506,0
C079574,MESH:D006970,0
D012715,MESH:D056486,1
D006594,MESH:D017728,0
D002186,MESH:D020751,0
D007548,MESH:D000015,0
D007980,MESH:D002389,1
D006576,MESH:D001927,0
C073327,MESH:D014202,1
C004566,MESH:D008269,0
C089987,MESH:D006333,1
C013592,MESH:D015452,0
C092028,MESH:D020520,0
D002077,MESH:D012208,0
D000097572,MESH:D020187,0
C095781,MESH:D016870,0
C026710,MESH:D006474,0
C483462,MESH:D001170,0
C522118,MESH:D006332,1
D020110,MESH:D018879,1
C012655,MESH:D007417,1
D017325,MESH:D007241,0
D000069450,MESH:D006606,0
C115354,MESH:D012003,0
D015283,MESH:D002659,1
D003990,MESH:D007011,0
C058309,MESH:D065630,0
C040527,MESH:D017492,0
C513118,MESH:D018270,0
C062018,MESH:D010195,1
C040048,MESH:D009203,1
D004964,MESH:D004714,1
C000599896,MESH:D009101,1
D000077425,MESH:D020246,1
D011217,MESH:D013617,1
C447082,MESH:C536330,0
D000077185,MESH:D004487,1
D000077237,MESH:D005909,1
C401859,MESH:D009389,1
C004479,MESH:D004487,1
D001599,MESH:D009336,1
D015016,MESH:D001919,1
C000602211,MESH:D015518,0
D057889,MESH:D009336,1
C498826,MESH:D007951,1
D009020,MESH:D003866,1
D000077543,MESH:D017086,1
D002392,MESH:D011230,0
C514526,MESH:D058387,0
D010936,MESH:D001745,1
D000925,MESH:D058186,1
D000068577,MESH:D006402,0
D000069461,MESH:D016543,0
D001993,MESH:D001249,1
C096921,MESH:D054220,0
C524733,MESH:D004412,0
C050592,MESH:D009069,1
D004145,MESH:D003093,1
D019290,MESH:D053608,0
C110453,MESH:D004829,0
